# 0:Mvir[Msun/h] 1:sigma(M,0) 2:sigma(M_f,0)(f=0.50) 3:z 4:D(z) 5:D(z_f)_simfit 6:D(z_f)_eps(f=0.50) 7:D(z_f)_eps(f=0.16) 8:c_simfit 9:c_eps(f=0.50) 10:c_eps(f=0.16) 11:M_hm[Msun/h]
1.840000e+12 1.931107 2.141943 0.000 1.000000 0.575183 0.708102 0.583663 10.173232 12.114675 10.295971 0.000000e+00
1.836000e+12 1.931753 2.142621 0.000 1.000000 0.575127 0.708052 0.583608 10.175202 12.117439 10.298005 0.000000e+00
1.836000e+12 1.931753 2.142621 0.000 1.000000 0.575127 0.708052 0.583608 10.175202 12.117439 10.298005 0.000000e+00
1.836000e+12 1.931753 2.142621 0.000 1.000000 0.575127 0.708052 0.583608 10.175202 12.117439 10.298005 0.000000e+00
1.836000e+12 1.931753 2.142621 0.000 1.000000 0.575127 0.708052 0.583608 10.175202 12.117439 10.298005 0.000000e+00
1.834000e+12 1.932076 2.142961 0.000 1.000000 0.575099 0.708027 0.583580 10.176186 12.118814 10.299022 0.000000e+00
1.834000e+12 1.932076 2.142961 0.000 1.000000 0.575099 0.708027 0.583580 10.176186 12.118814 10.299022 0.000000e+00
1.834000e+12 1.932076 2.142961 0.000 1.000000 0.575099 0.708027 0.583580 10.176186 12.118814 10.299022 0.000000e+00
1.834000e+12 1.932076 2.142961 0.000 1.000000 0.575099 0.708027 0.583580 10.176186 12.118814 10.299022 0.000000e+00
1.832000e+12 1.932400 2.143300 0.000 1.000000 0.575071 0.708003 0.583553 10.177174 12.120208 10.300043 0.000000e+00
1.832000e+12 1.932400 2.143300 0.000 1.000000 0.575071 0.708003 0.583553 10.177174 12.120208 10.300043 0.000000e+00
1.832000e+12 1.932400 2.143300 0.000 1.000000 0.575071 0.708003 0.583553 10.177174 12.120208 10.300043 0.000000e+00
1.830000e+12 1.932724 2.143641 0.000 1.000000 0.575042 0.707978 0.583525 10.178162 12.121588 10.301060 0.000000e+00
1.828000e+12 1.933049 2.143982 0.000 1.000000 0.575014 0.707953 0.583498 10.179153 12.122979 10.302087 0.000000e+00
1.826000e+12 1.933374 2.144323 0.000 1.000000 0.574986 0.707928 0.583470 10.180144 12.124370 10.303107 0.000000e+00
1.823000e+12 1.933862 2.144835 0.000 1.000000 0.574944 0.707891 0.583429 10.181632 12.126459 10.304643 0.000000e+00
1.821000e+12 1.934188 2.145177 0.000 1.000000 0.574915 0.707867 0.583401 10.182626 12.127855 10.305670 0.000000e+00
1.819000e+12 1.934515 2.145520 0.000 1.000000 0.574887 0.707842 0.583374 10.183624 12.129255 10.306701 0.000000e+00
1.817000e+12 1.934842 2.145863 0.000 1.000000 0.574859 0.707817 0.583346 10.184621 12.130656 10.307732 0.000000e+00
1.817000e+12 1.934842 2.145863 0.000 1.000000 0.574859 0.707817 0.583346 10.184621 12.130656 10.307732 0.000000e+00
1.815000e+12 1.935169 2.146206 0.000 1.000000 0.574830 0.707792 0.583318 10.185617 12.132056 10.308759 0.000000e+00
1.813000e+12 1.935496 2.146550 0.000 1.000000 0.574802 0.707767 0.583291 10.186613 12.133448 10.309786 0.000000e+00
1.813000e+12 1.935496 2.146550 0.000 1.000000 0.574802 0.707767 0.583291 10.186613 12.133448 10.309786 0.000000e+00
1.811000e+12 1.935824 2.146894 0.000 1.000000 0.574773 0.707742 0.583263 10.187613 12.134853 10.310820 0.000000e+00
1.809000e+12 1.936152 2.147239 0.000 1.000000 0.574745 0.707717 0.583235 10.188613 12.136250 10.311850 0.000000e+00
1.807000e+12 1.936481 2.147584 0.000 1.000000 0.574716 0.707692 0.583207 10.189616 12.137659 10.312888 0.000000e+00
1.805000e+12 1.936810 2.147929 0.000 1.000000 0.574688 0.707667 0.583179 10.190618 12.139068 10.313922 0.000000e+00
1.805000e+12 1.936810 2.147929 0.000 1.000000 0.574688 0.707667 0.583179 10.190618 12.139068 10.313922 0.000000e+00
1.803000e+12 1.937140 2.148275 0.000 1.000000 0.574659 0.707642 0.583152 10.191625 12.140482 10.314962 0.000000e+00
1.803000e+12 1.937140 2.148275 0.000 1.000000 0.574659 0.707642 0.583152 10.191625 12.140482 10.314962 0.000000e+00
1.803000e+12 1.937140 2.148275 0.000 1.000000 0.574659 0.707642 0.583152 10.191625 12.140482 10.314962 0.000000e+00
1.801000e+12 1.937470 2.148621 0.000 1.000000 0.574631 0.707617 0.583124 10.192631 12.141896 10.316000 0.000000e+00
1.801000e+12 1.937470 2.148621 0.000 1.000000 0.574631 0.707617 0.583124 10.192631 12.141896 10.316000 0.000000e+00
1.796000e+12 1.938296 2.149488 0.000 1.000000 0.574559 0.707554 0.583054 10.195147 12.145426 10.318596 0.000000e+00
1.794000e+12 1.938627 2.149836 0.000 1.000000 0.574530 0.707528 0.583026 10.196155 12.146837 10.319637 0.000000e+00
1.794000e+12 1.938627 2.149836 0.000 1.000000 0.574530 0.707528 0.583026 10.196155 12.146837 10.319637 0.000000e+00
1.794000e+12 1.938627 2.149836 0.000 1.000000 0.574530 0.707528 0.583026 10.196155 12.146837 10.319637 0.000000e+00
1.794000e+12 1.938627 2.149836 0.000 1.000000 0.574530 0.707528 0.583026 10.196155 12.146837 10.319637 0.000000e+00
1.792000e+12 1.938959 2.150184 0.000 1.000000 0.574502 0.707503 0.582998 10.197167 12.148259 10.320681 0.000000e+00
1.792000e+12 1.938959 2.150184 0.000 1.000000 0.574502 0.707503 0.582998 10.197167 12.148259 10.320681 0.000000e+00
1.790000e+12 1.939291 2.150532 0.000 1.000000 0.574473 0.707478 0.582970 10.198179 12.149682 10.321725 0.000000e+00
1.788000e+12 1.939623 2.150881 0.000 1.000000 0.574444 0.707453 0.582942 10.199190 12.151096 10.322769 0.000000e+00
1.788000e+12 1.939623 2.150881 0.000 1.000000 0.574444 0.707453 0.582942 10.199190 12.151096 10.322769 0.000000e+00
1.786000e+12 1.939956 2.151230 0.000 1.000000 0.574415 0.707428 0.582914 10.200204 12.152523 10.323816 0.000000e+00
1.786000e+12 1.939956 2.151230 0.000 1.000000 0.574415 0.707428 0.582914 10.200204 12.152523 10.323816 0.000000e+00
1.786000e+12 1.939956 2.151230 0.000 1.000000 0.574415 0.707428 0.582914 10.200204 12.152523 10.323816 0.000000e+00
1.782000e+12 1.940623 2.151930 0.000 1.000000 0.574358 0.707377 0.582857 10.202237 12.155374 10.325911 0.000000e+00
1.782000e+12 1.940623 2.151930 0.000 1.000000 0.574358 0.707377 0.582857 10.202237 12.155374 10.325911 0.000000e+00
1.780000e+12 1.940957 2.152281 0.000 1.000000 0.574329 0.707351 0.582829 10.203254 12.156798 10.326962 0.000000e+00
1.780000e+12 1.940957 2.152281 0.000 1.000000 0.574329 0.707351 0.582829 10.203254 12.156798 10.326962 0.000000e+00
1.778000e+12 1.941292 2.152632 0.000 1.000000 0.574300 0.707326 0.582801 10.204275 12.158234 10.328016 0.000000e+00
1.778000e+12 1.941292 2.152632 0.000 1.000000 0.574300 0.707326 0.582801 10.204275 12.158234 10.328016 0.000000e+00
1.776000e+12 1.941627 2.152983 0.000 1.000000 0.574271 0.707301 0.582773 10.205296 12.159670 10.329070 0.000000e+00
1.776000e+12 1.941627 2.152983 0.000 1.000000 0.574271 0.707301 0.582773 10.205296 12.159670 10.329070 0.000000e+00
1.774000e+12 1.941962 2.153335 0.000 1.000000 0.574242 0.707275 0.582744 10.206316 12.161098 10.330124 0.000000e+00
1.774000e+12 1.941962 2.153335 0.000 1.000000 0.574242 0.707275 0.582744 10.206316 12.161098 10.330124 0.000000e+00
1.774000e+12 1.941962 2.153335 0.000 1.000000 0.574242 0.707275 0.582744 10.206316 12.161098 10.330124 0.000000e+00
1.774000e+12 1.941962 2.153335 0.000 1.000000 0.574242 0.707275 0.582744 10.206316 12.161098 10.330124 0.000000e+00
1.774000e+12 1.941962 2.153335 0.000 1.000000 0.574242 0.707275 0.582744 10.206316 12.161098 10.330124 0.000000e+00
1.768000e+12 1.942970 2.154393 0.000 1.000000 0.574155 0.707198 0.582659 10.209385 12.165404 10.333290 0.000000e+00
1.768000e+12 1.942970 2.154393 0.000 1.000000 0.574155 0.707198 0.582659 10.209385 12.165404 10.333290 0.000000e+00
1.768000e+12 1.942970 2.154393 0.000 1.000000 0.574155 0.707198 0.582659 10.209385 12.165404 10.333290 0.000000e+00
1.768000e+12 1.942970 2.154393 0.000 1.000000 0.574155 0.707198 0.582659 10.209385 12.165404 10.333290 0.000000e+00
1.765000e+12 1.943476 2.154923 0.000 1.000000 0.574111 0.707161 0.582617 10.210927 12.167573 10.334883 0.000000e+00
1.765000e+12 1.943476 2.154923 0.000 1.000000 0.574111 0.707161 0.582617 10.210927 12.167573 10.334883 0.000000e+00
1.765000e+12 1.943476 2.154923 0.000 1.000000 0.574111 0.707161 0.582617 10.210927 12.167573 10.334883 0.000000e+00
1.763000e+12 1.943813 2.155278 0.000 1.000000 0.574082 0.707134 0.582588 10.211952 12.169003 10.335940 0.000000e+00
1.763000e+12 1.943813 2.155278 0.000 1.000000 0.574082 0.707134 0.582588 10.211952 12.169003 10.335940 0.000000e+00
1.763000e+12 1.943813 2.155278 0.000 1.000000 0.574082 0.707134 0.582588 10.211952 12.169003 10.335940 0.000000e+00
1.761000e+12 1.944151 2.155632 0.000 1.000000 0.574053 0.707109 0.582560 10.212982 12.170452 10.337001 0.000000e+00
1.761000e+12 1.944151 2.155632 0.000 1.000000 0.574053 0.707109 0.582560 10.212982 12.170452 10.337001 0.000000e+00
1.761000e+12 1.944151 2.155632 0.000 1.000000 0.574053 0.707109 0.582560 10.212982 12.170452 10.337001 0.000000e+00
1.759000e+12 1.944489 2.155987 0.000 1.000000 0.574024 0.707083 0.582531 10.214010 12.171893 10.338062 0.000000e+00
1.759000e+12 1.944489 2.155987 0.000 1.000000 0.574024 0.707083 0.582531 10.214010 12.171893 10.338062 0.000000e+00
1.759000e+12 1.944489 2.155987 0.000 1.000000 0.574024 0.707083 0.582531 10.214010 12.171893 10.338062 0.000000e+00
1.759000e+12 1.944489 2.155987 0.000 1.000000 0.574024 0.707083 0.582531 10.214010 12.171893 10.338062 0.000000e+00
1.757000e+12 1.944828 2.156343 0.000 1.000000 0.573994 0.707057 0.582502 10.215043 12.173339 10.339126 0.000000e+00
1.757000e+12 1.944828 2.156343 0.000 1.000000 0.573994 0.707057 0.582502 10.215043 12.173339 10.339126 0.000000e+00
1.753000e+12 1.945507 2.157055 0.000 1.000000 0.573936 0.707006 0.582445 10.217110 12.176244 10.341261 0.000000e+00
1.753000e+12 1.945507 2.157055 0.000 1.000000 0.573936 0.707006 0.582445 10.217110 12.176244 10.341261 0.000000e+00
1.753000e+12 1.945507 2.157055 0.000 1.000000 0.573936 0.707006 0.582445 10.217110 12.176244 10.341261 0.000000e+00
1.753000e+12 1.945507 2.157055 0.000 1.000000 0.573936 0.707006 0.582445 10.217110 12.176244 10.341261 0.000000e+00
1.751000e+12 1.945847 2.157412 0.000 1.000000 0.573907 0.706980 0.582417 10.218145 12.177694 10.342329 0.000000e+00
1.751000e+12 1.945847 2.157412 0.000 1.000000 0.573907 0.706980 0.582417 10.218145 12.177694 10.342329 0.000000e+00
1.751000e+12 1.945847 2.157412 0.000 1.000000 0.573907 0.706980 0.582417 10.218145 12.177694 10.342329 0.000000e+00
1.749000e+12 1.946187 2.157769 0.000 1.000000 0.573877 0.706954 0.582388 10.219180 12.179145 10.343396 0.000000e+00
1.749000e+12 1.946187 2.157769 0.000 1.000000 0.573877 0.706954 0.582388 10.219180 12.179145 10.343396 0.000000e+00
1.747000e+12 1.946528 2.158126 0.000 1.000000 0.573848 0.706929 0.582359 10.220218 12.180607 10.344467 0.000000e+00
1.747000e+12 1.946528 2.158126 0.000 1.000000 0.573848 0.706929 0.582359 10.220218 12.180607 10.344467 0.000000e+00
1.745000e+12 1.946869 2.158484 0.000 1.000000 0.573819 0.706903 0.582331 10.221256 12.182062 10.345538 0.000000e+00
1.743000e+12 1.947211 2.158843 0.000 1.000000 0.573789 0.706877 0.582302 10.222297 12.183522 10.346613 0.000000e+00
1.741000e+12 1.947553 2.159202 0.000 1.000000 0.573760 0.706851 0.582273 10.223338 12.184981 10.347687 0.000000e+00
1.739000e+12 1.947895 2.159561 0.000 1.000000 0.573730 0.706825 0.582244 10.224378 12.186440 10.348758 0.000000e+00
1.739000e+12 1.947895 2.159561 0.000 1.000000 0.573730 0.706825 0.582244 10.224378 12.186440 10.348758 0.000000e+00
1.739000e+12 1.947895 2.159561 0.000 1.000000 0.573730 0.706825 0.582244 10.224378 12.186440 10.348758 0.000000e+00
1.737000e+12 1.948238 2.159921 0.000 1.000000 0.573701 0.706799 0.582215 10.225422 12.187904 10.349835 0.000000e+00
1.737000e+12 1.948238 2.159921 0.000 1.000000 0.573701 0.706799 0.582215 10.225422 12.187904 10.349835 0.000000e+00
1.737000e+12 1.948238 2.159921 0.000 1.000000 0.573701 0.706799 0.582215 10.225422 12.187904 10.349835 0.000000e+00
1.730000e+12 1.949442 2.161184 0.000 1.000000 0.573597 0.706708 0.582114 10.229087 12.193047 10.353617 0.000000e+00
1.730000e+12 1.949442 2.161184 0.000 1.000000 0.573597 0.706708 0.582114 10.229087 12.193047 10.353617 0.000000e+00
1.728000e+12 1.949787 2.161545 0.000 1.000000 0.573568 0.706682 0.582085 10.230137 12.194527 10.354702 0.000000e+00
1.728000e+12 1.949787 2.161545 0.000 1.000000 0.573568 0.706682 0.582085 10.230137 12.194527 10.354702 0.000000e+00
1.728000e+12 1.949787 2.161545 0.000 1.000000 0.573568 0.706682 0.582085 10.230137 12.194527 10.354702 0.000000e+00
1.720000e+12 1.951170 2.162997 0.000 1.000000 0.573449 0.706577 0.581969 10.234344 12.200424 10.359039 0.000000e+00
1.718000e+12 1.951517 2.163361 0.000 1.000000 0.573419 0.706550 0.581940 10.235399 12.201906 10.360126 0.000000e+00
1.718000e+12 1.951517 2.163361 0.000 1.000000 0.573419 0.706550 0.581940 10.235399 12.201906 10.360126 0.000000e+00
1.714000e+12 1.952213 2.164091 0.000 1.000000 0.573359 0.706498 0.581881 10.237518 12.204878 10.362312 0.000000e+00
1.710000e+12 1.952910 2.164822 0.000 1.000000 0.573299 0.706445 0.581823 10.239638 12.207855 10.364501 0.000000e+00
1.708000e+12 1.953259 2.165188 0.000 1.000000 0.573269 0.706419 0.581794 10.240699 12.209345 10.365595 0.000000e+00
1.708000e+12 1.953259 2.165188 0.000 1.000000 0.573269 0.706419 0.581794 10.240699 12.209345 10.365595 0.000000e+00
1.706000e+12 1.953608 2.165555 0.000 1.000000 0.573239 0.706392 0.581764 10.241760 12.210828 10.366686 0.000000e+00
1.704000e+12 1.953958 2.165922 0.000 1.000000 0.573209 0.706366 0.581735 10.242824 12.212323 10.367784 0.000000e+00
1.704000e+12 1.953958 2.165922 0.000 1.000000 0.573209 0.706366 0.581735 10.242824 12.212323 10.367784 0.000000e+00
1.701000e+12 1.954484 2.166474 0.000 1.000000 0.573164 0.706326 0.581691 10.244424 12.214566 10.369434 0.000000e+00
1.701000e+12 1.954484 2.166474 0.000 1.000000 0.573164 0.706326 0.581691 10.244424 12.214566 10.369434 0.000000e+00
1.699000e+12 1.954836 2.166842 0.000 1.000000 0.573134 0.706300 0.581662 10.245495 12.216078 10.370542 0.000000e+00
1.697000e+12 1.955187 2.167211 0.000 1.000000 0.573104 0.706273 0.581632 10.246562 12.217569 10.371640 0.000000e+00
1.697000e+12 1.955187 2.167211 0.000 1.000000 0.573104 0.706273 0.581632 10.246562 12.217569 10.371640 0.000000e+00
1.695000e+12 1.955539 2.167581 0.000 1.000000 0.573074 0.706246 0.581602 10.247632 12.219066 10.372744 0.000000e+00
1.695000e+12 1.955539 2.167581 0.000 1.000000 0.573074 0.706246 0.581602 10.247632 12.219066 10.372744 0.000000e+00
1.693000e+12 1.955892 2.167950 0.000 1.000000 0.573044 0.706220 0.581573 10.248706 12.220582 10.373852 0.000000e+00
1.691000e+12 1.956245 2.168321 0.000 1.000000 0.573014 0.706193 0.581543 10.249779 12.222082 10.374960 0.000000e+00
1.691000e+12 1.956245 2.168321 0.000 1.000000 0.573014 0.706193 0.581543 10.249779 12.222082 10.374960 0.000000e+00
1.689000e+12 1.956598 2.168691 0.000 1.000000 0.572983 0.706167 0.581514 10.250852 12.223591 10.376064 0.000000e+00
1.689000e+12 1.956598 2.168691 0.000 1.000000 0.572983 0.706167 0.581514 10.250852 12.223591 10.376064 0.000000e+00
1.689000e+12 1.956598 2.168691 0.000 1.000000 0.572983 0.706167 0.581514 10.250852 12.223591 10.376064 0.000000e+00
1.689000e+12 1.956598 2.168691 0.000 1.000000 0.572983 0.706167 0.581514 10.250852 12.223591 10.376064 0.000000e+00
1.687000e+12 1.956952 2.169062 0.000 1.000000 0.572953 0.706140 0.581484 10.251928 12.225104 10.377176 0.000000e+00
1.687000e+12 1.956952 2.169062 0.000 1.000000 0.572953 0.706140 0.581484 10.251928 12.225104 10.377176 0.000000e+00
1.685000e+12 1.957306 2.169434 0.000 1.000000 0.572923 0.706113 0.581454 10.253004 12.226609 10.378283 0.000000e+00
1.685000e+12 1.957306 2.169434 0.000 1.000000 0.572923 0.706113 0.581454 10.253004 12.226609 10.378283 0.000000e+00
1.685000e+12 1.957306 2.169434 0.000 1.000000 0.572923 0.706113 0.581454 10.253004 12.226609 10.378283 0.000000e+00
1.685000e+12 1.957306 2.169434 0.000 1.000000 0.572923 0.706113 0.581454 10.253004 12.226609 10.378283 0.000000e+00
1.685000e+12 1.957306 2.169434 0.000 1.000000 0.572923 0.706113 0.581454 10.253004 12.226609 10.378283 0.000000e+00
1.683000e+12 1.957661 2.169806 0.000 1.000000 0.572892 0.706086 0.581425 10.254084 12.228126 10.379398 0.000000e+00
1.683000e+12 1.957661 2.169806 0.000 1.000000 0.572892 0.706086 0.581425 10.254084 12.228126 10.379398 0.000000e+00
1.681000e+12 1.958016 2.170179 0.000 1.000000 0.572862 0.706059 0.581395 10.255163 12.229635 10.380509 0.000000e+00
1.681000e+12 1.958016 2.170179 0.000 1.000000 0.572862 0.706059 0.581395 10.255163 12.229635 10.380509 0.000000e+00
1.679000e+12 1.958372 2.170552 0.000 1.000000 0.572832 0.706033 0.581365 10.256245 12.231157 10.381627 0.000000e+00
1.677000e+12 1.958728 2.170925 0.000 1.000000 0.572801 0.706006 0.581335 10.257327 12.232679 10.382742 0.000000e+00
1.677000e+12 1.958728 2.170925 0.000 1.000000 0.572801 0.706006 0.581335 10.257327 12.232679 10.382742 0.000000e+00
1.675000e+12 1.959084 2.171299 0.000 1.000000 0.572771 0.705979 0.581306 10.258408 12.234193 10.383856 0.000000e+00
1.675000e+12 1.959084 2.171299 0.000 1.000000 0.572771 0.705979 0.581306 10.258408 12.234193 10.383856 0.000000e+00
1.672000e+12 1.959620 2.171861 0.000 1.000000 0.572725 0.705939 0.581261 10.260038 12.236480 10.385536 0.000000e+00
1.672000e+12 1.959620 2.171861 0.000 1.000000 0.572725 0.705939 0.581261 10.260038 12.236480 10.385536 0.000000e+00
1.672000e+12 1.959620 2.171861 0.000 1.000000 0.572725 0.705939 0.581261 10.260038 12.236480 10.385536 0.000000e+00
1.672000e+12 1.959620 2.171861 0.000 1.000000 0.572725 0.705939 0.581261 10.260038 12.236480 10.385536 0.000000e+00
1.668000e+12 1.960336 2.172612 0.000 1.000000 0.572664 0.705885 0.581201 10.262214 12.239534 10.387779 0.000000e+00
1.668000e+12 1.960336 2.172612 0.000 1.000000 0.572664 0.705885 0.581201 10.262214 12.239534 10.387779 0.000000e+00
1.668000e+12 1.960336 2.172612 0.000 1.000000 0.572664 0.705885 0.581201 10.262214 12.239534 10.387779 0.000000e+00
1.666000e+12 1.960694 2.172988 0.000 1.000000 0.572633 0.705857 0.581171 10.263301 12.241057 10.388900 0.000000e+00
1.666000e+12 1.960694 2.172988 0.000 1.000000 0.572633 0.705857 0.581171 10.263301 12.241057 10.388900 0.000000e+00
1.666000e+12 1.960694 2.172988 0.000 1.000000 0.572633 0.705857 0.581171 10.263301 12.241057 10.388900 0.000000e+00
1.666000e+12 1.960694 2.172988 0.000 1.000000 0.572633 0.705857 0.581171 10.263301 12.241057 10.388900 0.000000e+00
1.660000e+12 1.961773 2.174120 0.000 1.000000 0.572541 0.705776 0.581081 10.266580 12.245655 10.392280 0.000000e+00
1.660000e+12 1.961773 2.174120 0.000 1.000000 0.572541 0.705776 0.581081 10.266580 12.245655 10.392280 0.000000e+00
1.660000e+12 1.961773 2.174120 0.000 1.000000 0.572541 0.705776 0.581081 10.266580 12.245655 10.392280 0.000000e+00
1.660000e+12 1.961773 2.174120 0.000 1.000000 0.572541 0.705776 0.581081 10.266580 12.245655 10.392280 0.000000e+00
1.658000e+12 1.962133 2.174498 0.000 1.000000 0.572510 0.705749 0.581051 10.267673 12.247187 10.393408 0.000000e+00
1.658000e+12 1.962133 2.174498 0.000 1.000000 0.572510 0.705749 0.581051 10.267673 12.247187 10.393408 0.000000e+00
1.656000e+12 1.962494 2.174876 0.000 1.000000 0.572480 0.705722 0.581020 10.268770 12.248731 10.394536 0.000000e+00
1.656000e+12 1.962494 2.174876 0.000 1.000000 0.572480 0.705722 0.581020 10.268770 12.248731 10.394536 0.000000e+00
1.656000e+12 1.962494 2.174876 0.000 1.000000 0.572480 0.705722 0.581020 10.268770 12.248731 10.394536 0.000000e+00
1.656000e+12 1.962494 2.174876 0.000 1.000000 0.572480 0.705722 0.581020 10.268770 12.248731 10.394536 0.000000e+00
1.654000e+12 1.962856 2.175256 0.000 1.000000 0.572449 0.705694 0.580990 10.269870 12.250272 10.395674 0.000000e+00
1.650000e+12 1.963580 2.176015 0.000 1.000000 0.572387 0.705640 0.580930 10.272069 12.253361 10.397940 0.000000e+00
1.650000e+12 1.963580 2.176015 0.000 1.000000 0.572387 0.705640 0.580930 10.272069 12.253361 10.397940 0.000000e+00
1.650000e+12 1.963580 2.176015 0.000 1.000000 0.572387 0.705640 0.580930 10.272069 12.253361 10.397940 0.000000e+00
1.648000e+12 1.963943 2.176396 0.000 1.000000 0.572356 0.705613 0.580900 10.273172 12.254906 10.399078 0.000000e+00
1.646000e+12 1.964306 2.176777 0.000 1.000000 0.572325 0.705585 0.580869 10.274275 12.256451 10.400212 0.000000e+00
1.644000e+12 1.964670 2.177158 0.000 1.000000 0.572294 0.705558 0.580839 10.275380 12.258008 10.401354 0.000000e+00
1.641000e+12 1.965216 2.177731 0.000 1.000000 0.572248 0.705517 0.580793 10.277038 12.260332 10.403061 0.000000e+00
1.641000e+12 1.965216 2.177731 0.000 1.000000 0.572248 0.705517 0.580793 10.277038 12.260332 10.403061 0.000000e+00
1.639000e+12 1.965581 2.178114 0.000 1.000000 0.572217 0.705489 0.580763 10.278146 12.261886 10.404202 0.000000e+00
1.637000e+12 1.965947 2.178497 0.000 1.000000 0.572186 0.705462 0.580732 10.279259 12.263453 10.405350 0.000000e+00
1.637000e+12 1.965947 2.178497 0.000 1.000000 0.572186 0.705462 0.580732 10.279259 12.263453 10.405350 0.000000e+00
1.635000e+12 1.966312 2.178881 0.000 1.000000 0.572154 0.705434 0.580702 10.280366 12.264999 10.406491 0.000000e+00
1.635000e+12 1.966312 2.178881 0.000 1.000000 0.572154 0.705434 0.580702 10.280366 12.264999 10.406491 0.000000e+00
1.633000e+12 1.966679 2.179266 0.000 1.000000 0.572123 0.705406 0.580671 10.281481 12.266562 10.407639 0.000000e+00
1.633000e+12 1.966679 2.179266 0.000 1.000000 0.572123 0.705406 0.580671 10.281481 12.266562 10.407639 0.000000e+00
1.631000e+12 1.967046 2.179650 0.000 1.000000 0.572092 0.705379 0.580641 10.282596 12.268132 10.408791 0.000000e+00
1.629000e+12 1.967413 2.180036 0.000 1.000000 0.572061 0.705351 0.580610 10.283709 12.269687 10.409935 0.000000e+00
1.629000e+12 1.967413 2.180036 0.000 1.000000 0.572061 0.705351 0.580610 10.283709 12.269687 10.409935 0.000000e+00
1.629000e+12 1.967413 2.180036 0.000 1.000000 0.572061 0.705351 0.580610 10.283709 12.269687 10.409935 0.000000e+00
1.627000e+12 1.967781 2.180421 0.000 1.000000 0.572030 0.705324 0.580580 10.284827 12.271262 10.411090 0.000000e+00
1.625000e+12 1.968149 2.180808 0.000 1.000000 0.571998 0.705296 0.580549 10.285944 12.272822 10.412238 0.000000e+00
1.623000e+12 1.968518 2.181194 0.000 1.000000 0.571967 0.705269 0.580518 10.287064 12.274401 10.413393 0.000000e+00
1.623000e+12 1.968518 2.181194 0.000 1.000000 0.571967 0.705269 0.580518 10.287064 12.274401 10.413393 0.000000e+00
1.623000e+12 1.968518 2.181194 0.000 1.000000 0.571967 0.705269 0.580518 10.287064 12.274401 10.413393 0.000000e+00
1.621000e+12 1.968887 2.181582 0.000 1.000000 0.571936 0.705240 0.580487 10.288184 12.275965 10.414547 0.000000e+00
1.621000e+12 1.968887 2.181582 0.000 1.000000 0.571936 0.705240 0.580487 10.288184 12.275965 10.414547 0.000000e+00
1.617000e+12 1.969627 2.182358 0.000 1.000000 0.571873 0.705185 0.580426 10.290430 12.279118 10.416863 0.000000e+00
1.617000e+12 1.969627 2.182358 0.000 1.000000 0.571873 0.705185 0.580426 10.290430 12.279118 10.416863 0.000000e+00
1.617000e+12 1.969627 2.182358 0.000 1.000000 0.571873 0.705185 0.580426 10.290430 12.279118 10.416863 0.000000e+00
1.615000e+12 1.969998 2.182747 0.000 1.000000 0.571841 0.705157 0.580395 10.291557 12.280698 10.418025 0.000000e+00
1.615000e+12 1.969998 2.182747 0.000 1.000000 0.571841 0.705157 0.580395 10.291557 12.280698 10.418025 0.000000e+00
1.615000e+12 1.969998 2.182747 0.000 1.000000 0.571841 0.705157 0.580395 10.291557 12.280698 10.418025 0.000000e+00
1.615000e+12 1.969998 2.182747 0.000 1.000000 0.571841 0.705157 0.580395 10.291557 12.280698 10.418025 0.000000e+00
1.613000e+12 1.970369 2.183136 0.000 1.000000 0.571810 0.705129 0.580364 10.292682 12.282279 10.419183 0.000000e+00
1.611000e+12 1.970741 2.183526 0.000 1.000000 0.571778 0.705101 0.580333 10.293812 12.283864 10.420347 0.000000e+00
1.608000e+12 1.971300 2.184112 0.000 1.000000 0.571731 0.705059 0.580287 10.295509 12.286246 10.422098 0.000000e+00
1.608000e+12 1.971300 2.184112 0.000 1.000000 0.571731 0.705059 0.580287 10.295509 12.286246 10.422098 0.000000e+00
1.608000e+12 1.971300 2.184112 0.000 1.000000 0.571731 0.705059 0.580287 10.295509 12.286246 10.422098 0.000000e+00
1.608000e+12 1.971300 2.184112 0.000 1.000000 0.571731 0.705059 0.580287 10.295509 12.286246 10.422098 0.000000e+00
1.606000e+12 1.971672 2.184503 0.000 1.000000 0.571699 0.705031 0.580255 10.296636 12.287823 10.423256 0.000000e+00
1.606000e+12 1.971672 2.184503 0.000 1.000000 0.571699 0.705031 0.580255 10.296636 12.287823 10.423256 0.000000e+00
1.604000e+12 1.972046 2.184894 0.000 1.000000 0.571668 0.705004 0.580224 10.297772 12.289425 10.424427 0.000000e+00
1.602000e+12 1.972420 2.185287 0.000 1.000000 0.571636 0.704975 0.580194 10.298907 12.291011 10.425599 0.000000e+00
1.602000e+12 1.972420 2.185287 0.000 1.000000 0.571636 0.704975 0.580194 10.298907 12.291011 10.425599 0.000000e+00
1.600000e+12 1.972794 2.185679 0.000 1.000000 0.571604 0.704947 0.580162 10.300041 12.292605 10.426763 0.000000e+00
1.598000e+12 1.973169 2.186073 0.000 1.000000 0.571572 0.704919 0.580131 10.301179 12.294196 10.427938 0.000000e+00
1.598000e+12 1.973169 2.186073 0.000 1.000000 0.571572 0.704919 0.580131 10.301179 12.294196 10.427938 0.000000e+00
